Tanggal,Username,Rekomendasi,Review,Informasi Tambahan
06 Sep 2022,leoiskafrank,leoiskafrank recommends this product!,"tekstur cair, bening, menyerap langsung, gak lengket, dan 'aman' buat kulitku pas awalan pake. . . aromanya biasa gak nyengat. . . awal pemakaian tidak terlalu mengganggu kulitku maksudnya di aku tidak terjadi purging atau apalah . . . setelah rutin sekitar satu bulan mulai nampak agak cerahan dan jarang jerawatan maybe karena ada kandungan centella nya . . . harga murah dengan kualitas yang lumayan bagus . . . untuk efek melembabkan masih biasa aja kurang 'nampol' jadi akhirnya tak selang sama LT Pro Bakuchiol di pagi hari hasil nya maksimal cerah, lembut, dan lembab . . . recommend buat yang kulit normal dulu lah . . . acne prone juga 'aman' pakai kok (semoga)",Usage Period : 3 months - 6 months Purchase Point : mutiara cosmetics
06 Sep 2022,Ren_Sar,Ren_Sar recommends this product!,Pertama x nyoba product Somethinc. Banyak yg bilang bagus dan harganya pun lebih murah dibandingkan serum Glycolic Acid yg saya punya dr brand sebelah. Awalnya sih no problem. Saya coba beberapa hari. Setiap malam pakai hanya 3 tetes saja. Malah breakout. Sedih.. Akhirnya saya balik ke serum saya sebelumnya dan perlahan jerawat2 saya mengecil dan bekasnya memudar. Serum ini saya kasih ke temen kantor yang kulit badak dan di dya cocok. ,Usage Period : 1 week - 1 month Purchase Point : Tokopedia
04 Sep 2022,softpalem,softpalem recommends this product!,"Secintaaaaaaaaaaaaaaaaaa itu, bekas jerawat yang kehitaman dijamin hilang, kalian yang masih bingung mau hilangin bekas jerawat kehitaman kataku coba dulu yang ini, yang pemula coba yang 5% dulu kalau cocok baru coba yang 10% dijamin kalian suka",Usage Period : More than 1 year Purchase Point : Shopee
03 Sep 2022,Febya_,Febya_ recommends this product!,"Teksturnya kental tapi bening seperti gel, dikulit gampang meresap gabikin lengket dan makin minyakan, untuk hasilnya ada banget, wajah jadi lebih cerah setelah 3 hari pemakaian tapi cerahnya natural realistis. Ga berbau, dan ga perih pas awal pemakaian means dia ga keras bahan yg digunakan jadi aman untuk pemula atau remaja",Usage Period : 1 week - 1 month Purchase Point : Shopee
02 Sep 2022,polkadotstingray,,"Sudah pernah pake versi sabi beet ini dan versi barrier . Versi sabi ini lebih cepet buat mengeringkan jerawat, sedangkan yg versi satu lagi barrier lebih lembab tapi lama kalo ngeringin jerawat. Jadi aku punya dua duanya, versi sabi ini aku pake ditotolin di jerawatnya aja, sedangkan versi barrier dipake seluruh muka. Dari berbagai serum somethinc yg cocok di aku cuma niacinamide ini, total pemakaian sudah hampir 2 tahun. Pengennya sih coba serum merek lain, tapi belum nemu kompetitor serum niacinamide yg tanpa ada hyaluronic acid.",Usage Period : More than 1 year Purchase Point : Tokopedia
31 Aug 2022,alya_lesmana,alya_lesmana recommends this product!,"Finally ngabisin satu botol yg varian 5%. So far, produk ini berjasa banget waktu kondisi kulit aku sempet breakout parah. Dan menurutku dia beneran bantu memperkuat skin barrier, karena yg tadinya kulitku sensitif banget (kelamaan gak ganti sprei, jerawatan; keseringan make masker, jerawatan; mau dateng bulan, jerawatan) nah sekarang alhamdulillah udah gak sesering itu jerwatan. Kalo pun ada paling munculnya 1-2 gak sebanyak dulu. I definetely will purchase this product!ð¤",Usage Period : 3 months - 6 months Purchase Point : Tokopedia
29 Aug 2022,henasugiani,henasugiani recommends this product!,"sebelumnya aku udah abis 2 botol, lalu pembelian botol ke-3 ga aku lanjutin, tiba-tiba jadi ga cocok, muncul jerawat gitu, jadi aku stop. padahal awalnya seneng banget nemuin serum ini ketika cocok eh kenapa sekarang jadi engga sihhhh. aku ga kapok sih sama serum yang ada kandungan niacinamidenya, emang senampol itu buat nyerahin, mungkin akan aku coba dengan kandungan niacinamide yang presentasenya lebih rendah dari ini.",Usage Period : More than 1 year Purchase Point : Shopee
29 Aug 2022,rosaroeslan,rosaroeslan recommends this product!,"Ternyata ini serum emang bagus. Bekas jerawat memudar, wajah lebih cerah, dan kulit terasa lebih sehat. Gak perih, gak ada reaksi negatif dari kulit, cepat nyerapnya, dan bikin wajah lembab tapi gak berlebihan. Suka banget pokonya!",Usage Period : 3 months - 6 months Purchase Point : Watson
29 Aug 2022,AyaNagi,AyaNagi recommends this product!,"Serum andalan aku untuk mencerahkan tapi ga buat kering. Teksturnya enak, ringan, mudah meresap. Bisa bantu memperbaiki skinbarrier juga. Di aku ga ada purging atau efek samping lainnya selama 6 bulanan ini. Untuk harganya masih aman dikantong anak kosan. Minusnya cuma sering banyak yang palsu. Belinya yang asli di official storenya yaa. Semangat pakai skincarenya cantiik dan ganteeng <3",Usage Period : 3 months - 6 months Purchase Point : Shopee
26 Aug 2022,Bsatriawan,Bsatriawan recommends this product!,"Sempat underestimate sama serum2 niacinamide tapiii buat yg satu ini kerasa bagus bangett untuk efek mencerahkannya, mungkin karena ada SabiWhite nya itu, dan juga serum ini mudah meresap, ga nimbulin efek negatif apa2 selama pemakaian. Minusnya mungkin karena kemasannya yg aku beli 20ml jadi cepet habis haha",Usage Period : 3 months - 6 months Purchase Point : Beautyhaulindo
26 Aug 2022,Dias_Agustini,Dias_Agustini recommends this product!,suka banget pake serum dr somethinc yg ini lsg cockk di wajah aku..bikin cerah efeknya..lembab dan nagih pakainya ...tekstur nya ringan langsung meresap di kulit..dan gak bikin lengket..luv bgt udh cocok sama produk ini...beneran mencerahkan,Usage Period : More than 1 year Purchase Point : Shopee
25 Aug 2022,miyawnih,miyawnih recommends this product!,"awalnya coba buat perbaikin skin barrier, aku nyoba yg varian satunya. setelah nyoba yg itu cocok dan nyoba yg ini ternyata alhamdulillah cocok juga. skin type aku juga oily acne prone skin. so far pake gada masalah apa2 dan malah calming jerawat aku",Usage Period : Less than 1 week Purchase Point : Tokopedia
25 Aug 2022,andreia,andreia recommends this product!,"Udah lama denger soal Somethinc, dan baru coba tahun lalu. Nyesel nggak coba dari dulu karena ternyata cocok banget di kulit. Teksturnya ringan dan cepat menyerap, berasa banget noda bekas jerawat memudar dalam pemakaian 2 bulan pertama",Usage Period : 3 months - 6 months Purchase Point : Shopee
25 Aug 2022,Divasafira,Divasafira recommends this product!,"Serum yang cepet banget meresapnya. Setelah sebulan pakai ini kulit jadi cerah. Untuk dikulitku yang oily dan jerawatan , bisa menghilangkan bekas jerawat. Packagingnya kecil jadi mudah dibawa kemana mana",Usage Period : 1 month - 3 months Purchase Point : Shopee
23 Aug 2022,muthmainnahyusuf,muthmainnahyusuf recommends this product!,"Pertama nyoba karna mau ngilangin bekas jerawat katanya cocok pake ini. Hasilnya bekas jerawat memang tersamarkan dan kulit jadi lembab, cocok bgt buat kulitku yg kombinasi. Tapi untuk repurchase aku ngga lagi, krna mau nyari yg lebih nampol di kulit aku.",Usage Period : 6 months - 1 year Purchase Point : Tokopedia
21 Aug 2022,jamilatunnisak,jamilatunnisak recommends this product!,"beli serum ini karna keracunan dari twitter sama tertarik aja sih sama brand nya heheð sebelum ini pernah pake serum niacin dari whitelab yg 10% abis itu pake somethinc yang 5%, teksturnya dia cair kental gitu, trus nggak ada baunya menurutku kalo dibanding whitelab yg wangi, sekali pemakaian habis 1 botol belum ada efek mencerahkan sih di aku nggak tau kenapa ya apa karna aku kurang cocok niacin apa gimana,abis itu aku coba serum vit c aja siapa tau lebih ngaruh yah",Usage Period : Less than 1 week Purchase Point : Shopee
20 Aug 2022,dindapvtri,dindapvtri recommends this product!,"serum somethinc yang varian niacinamide ini ngaruh banget buat mencerahkan kulit kusam di aku, mulai kelihatan efeknya kurang lebih sekitar 1 bulan, memang enggak cepat tapi hasilnya bagus banget kulita jadi lebih cerah dan keliatan lebih sehat.",Usage Period : 6 months - 1 year Purchase Point : Shopee
19 Aug 2022,dianaa12,dianaa12 recommends this product!,Hai. awal pake karena lihat ada kandungan niacinamide dan beet nya. kayaknya aku butuh buat kulit kering hehe. dan yaa bener dong. melembabkan di mukaku. ga ada break out sama sekali. melembabkan yang ga sampe minyakan. pas aja gitu hehe. tapi pas udah abis 2 botol masih penasaran nyari produk yang lainnya. trims,Usage Period : 1 month - 3 months Purchase Point : Shopee
17 Aug 2022,Hikmaadriani,Hikmaadriani recommends this product!,Biasanya kalo pake serum niacinamide selalu yg 10% tapi kali ini nyoba di 5% dulu. Tekstur agak kental ya dibanding serum niacinamide merk lain. Tapi tetep cocok di aku. Aku langsung beli yang size besar. Yang kurang aku suka packagingnya. Untuk ngepump serumnya agak susah kalo beli yang besar,Usage Period : 1 month - 3 months Purchase Point : Shopee
17 Aug 2022,Faizahsal,,"Sebenernya pengen yg langsung 10%, tapi takut kulitnya ""kaget"" dg presentase tinggi jadi beli yg 5% dulu, alhasil cocok banget ngga ngasih efek negatif sama sekali, bikin wajah jadi lebih bersih, bekas jerawat memudar, dan sedikit lebih cerah, tapi emg butuh waktu yg cukup lama di aku sekitar sebulanan baru keliatan, so harus sabar. Baru kali ini sih, beli serum ngasih efek positif, karna sering serum sebelumnya efeknya b ajað¥²",Usage Period : Less than 1 week Purchase Point : Shopee
16 Aug 2022,Aryanishella,,"teksturnya di antara cair-kental gitu, agak licin. baunya paling bau kimia ya. kalo mau nyoba bisa beli yg kemasan kecil dulu, tp klo udh cocok mending beli yg gede karena yg kecil ga sampe sebulan bisa cepet habis. pas diaplikasikan dia bikin kulit lembab, enak banget pokoknya. note: aku ga pake hydrating toner, tp kyknya bisa skip ht klo pake ini. buat efeknya, sebenernya sih aku beli ini ga ada ekspektasi apa2, cuma mau beli serum buat mempertahankan skin barrier aja. sejauh ini bagus buat jerawat dan bekasnya, bikin jerawat cepet kering. klo buat bekas kurang tau karena bekas jerawatku ga sebandel itu, cuma aku punya dark spots tp sampe skrg belum ada efek memudarkan dark spotsnya sih. tapi efek yg paling aku suka, serum ini cukup kerasa efek menenangkan dan mengembalikan skin barrier nya klo kondisi kulit lg iritasi. pengennn kasih saran ke somethinc buat packaging serumnya bisa ga ya yg bening biar keliatan serumnya sisa seberapa kalo pake? karena bisa bantu banget buat ambil produk2 yg tersisa juga karena harus, kudu pake sampe titik penghabisan!",Usage Period : Less than 1 week Purchase Point : Shopee
16 Aug 2022,ina_liliana,,"Awalnya beli ini karena beberapa kali beli skincare yg ada kandungan niacin nya cocok terus.. jadi aku tertarik buat beli serum yg ada niacinnya. Dengan harapan bisa mencerahkan. Tekstur serum ini cukup kental, perlu waktu untuk meresap dan agak terasa lengket tp tidak mengganggu. Aku cukup suka sama feelsnya ketika digunakan. Masalahnya adlh aku tidak cocok. Mau dipakai sendiri atau dilayer dg produk lain, tetep aja bikin aku jerawatan mendem gede gitu. heu. Untuk efek mencerahkan sendiri aku blm ngerasain, krn pakainya on off dan ttp aja bikin jerawat. Terus setelah sebulanan warna serumnya berubah jd kuning kecoklatan, dan aku jd gak berani pake lagi. Ternyata emang apapun bahan aktifnya, tetap hasil akhir tergantung keseluruhan formulasi. Kebetulan aja aku gak cocok.",Usage Period : Less than 1 week Purchase Point : Tokopedia
15 Aug 2022,putriintan_okt,,been using this for at least 6 month. enak banget ini dipakenya. engga bikin jerawatan engga bikin minyakan. pokoknya engga bikin efek negatif sama sekali. jago banget dia bikin muka cerah. and somehow jadi jarang banget jerawatan. but. ketika serumnya dah mau abis lama lama efeknya jadi berkurang. engga kaya awal awal make.,Usage Period : Less than 1 week Purchase Point : Shopee
12 Aug 2022,nurainitria,nurainitria recommends this product!,"â¨ Tekstur & Warna: tekstur serumnya kental, agak bening tapi gak terlalu keruh juga. â¨ Aroma: hampir tidak ada. â¨ Kemasan: botol jar kaca dengan tutup sistem lock. Aku beli ini kebetulan sudah upgrade kemasan bukan yang botol pipet seperti kemasan awal. Tutup botol sistem lock menurutku lebih higienis saat ambil produk daripada yang pipet. â¨ Review: awalnya aku agak ragu pakai serum ini, karena ini kali pertama aku coba niacinamide. Di minggu awal pemakaian aku gunakan selang sehari. Setelah tidak ada reaksi yang negatif, aku naikan frekuensi setiap hari pakai di malam hari saja. Minggu ke-3 sampai sekarang, saya pakai pagi-malam setiap hari. Aku puas banget pakai serum ini, karena diaku ternyata sangat membantu kurangin bekas jerawat kecokelatan yang kecil-kecil diarea dahi. Untuk bekas jerawat baru ternyata lebih cepat memudarnya di aku kisaran 10-14 harian. Menurutku serum ini lembab di kulit, jadi aku bisa skip hydrating toner. Mungkin kalau aku lebih lama lagi waktu pemakaiannya bisa bantu kurangin bekas jerawat di pipi yang udah lamaa banget hilangnya. Dikulitku sejauh ini responnya bagus. Aku pribadi gak ekspektasi terlalu tinggi untuk serum ini, bisa bantu kurangin bekas jerawat pun udah lebih dari cukup. Sekarang lagi masuk tahap pakai serum ini dilayer dengan retinol. Beneran worth to try! â¨ Harga: kisaran Rp 89rb-an untuk size 20 ml, tersedia di banyak market place bahkan toko offline juga udah banyak yang jual.",Usage Period : 1 week - 1 month Purchase Point : Lazada
11 Aug 2022,sharonaprilia,sharonaprilia doesn't recommend this product! ,"Melihat banyaknya orang yg suka sama serum ini buat aku pingin nyobain. Feeling dari awal agak ragu bakalan cocok, tp karena prinsip hidupku adalah yolo yaudah deh belii. Dan bener, ternyata aku ngga sukað­ serum ini susah banget nyerap di kulitku, lengket, bikin kusem, dan bruntusan. Dari serum inilah aku tau ternyata kulitku emg ngga cocok dengan niacinamide.",Usage Period : 1 week - 1 month Purchase Point : Shopee
11 Aug 2022,Deasssy,Deasssy recommends this product!,"Teksturnya kental, nggak bikin kulit kering, dan nggak berbau. Dipake malem sampe pagi masih ada efek lembab saat sebelum cuci muka. Efek mencerahkan noda bekas jerawat mantap banget. Seminggu pake udah langsung kelihatan memudar. Menurutku serumnya Somethinc itu adalah pilihan aman kalo udah pusing dengan banyaknya pilihan serum di luar sana. Very recommended dan worth to buy!",Usage Period : 1 month - 3 months Purchase Point : Shopee
10 Aug 2022,Catrice04,Catrice04 recommends this product!,"Somethinc Sabi beet serum ini aku beli sendiri dengan jerih payahku BWAHAHAH *bangga dan sudah kupakai lebih dari 3 bulan, teksturnya cair, mudah meresap, gak terlalu ganggu, gak lengket (di aku), gak berbau, warnanya bukan bening tapi sedikit kekuningan gitu. Jujur bikin glowing dan menyamarkan bekas jerawat juga, aku sayang sayang karena takut habis hiksð­ biasanya aku campur sama toner yg ada niacinamide juga hihiðð»ð»ð»",Usage Period : 3 months - 6 months Purchase Point : Brand website
06 Aug 2022,nisotang,nisotang doesn't recommend this product! ,"Sorry to say aku lebih amaze OG version nya. Pake yg ini ga ngefek apa2 (ps: aku pake yg konsentrasi nya 10%). Mana aneh bgt baru 1bulan dipakai tau2 cairan dalemnya berubah jd kuning pekat bgt. Secara tekstur sih sama aja, tapi gak tau yg version ini not for me.",Usage Period : 1 month - 3 months Purchase Point : Tokopedia
06 Aug 2022,veradianti,veradianti recommends this product!,"ini salah satu serum niacinamide yang work di kulit wajah aku,ada bekas jerawat yang susah buat aku hilangin,tapi dengan ni produk satu bisa ilang dong. tapi nggak ada yang instant ya kawan. 3 bulan make ini mendingan banget tapi belum hilang sempurna so bakal repurchase lagii",Usage Period : 1 month - 3 months Purchase Point : Shopee
06 Aug 2022,Putridessy,Putridessy recommends this product!,"Mencerahkan? Ya pasti naicinemaid musuhnya. Ini buat efek kebih cerah diwajah. Meskipun ga instan tapi perubahannya keliatan banget di aku, pelan2 tapiiii ada hasil ga yg kayak langsung gituu. Aku suka bgt sih sm produk ini",Usage Period : 6 months - 1 year Purchase Point : Shopee
